date|event
1995-06-08|Muere Juan Carlos Onganía, dictador entre 1966 y 1970 (n. 1914).
2001-06-08|el expresidente Carlos Menem es sentenciado a prisión domiciliaria, acusado de encabezar una asociación ilícita.
1956-06-09|El 9 de junio de 1956, el General Juan José Valle encabezó un movimiento revolucionario contra la dictadura que había derrocado al gobierno constitucional de Juan Domingo Perón, que tenía la finalidad de recuperar las instituciones y reponer a las autoridades legitimas, pero el levantamiento fue desbaratado y reprimido con veintisiete fusilamientos.
1829-06-10|Designación del primer gobernador argentino en las Islas Malvinas 1886 - En La Plata, varias personas son asesinadas en la puerta de la Iglesia San Ponciano durante las primeras elecciones municipales de la ciudad.
1990-06-11|Día del vecino [cita requerida]
1580-06-11|Juan de Garay funda la ciudad de Trinidad, hoy Buenos Aires, capital de la República Argentina, que anteriormente había sido fundada en 1536 y destruida por los querandíes.
1787-06-11|Nace en Buenos Aires Manuel Dorrego. Falleció en 1828.
1900-06-11|Nace en Buenos Aires el notable poeta, novelista y dramaturgo Leopoldo Marechal, autor de "El centauro", "Laberinto de amor", "Antígona Vélez" y de la novela "Adán Buenosayres". Falleció en la Capital Federal el 26 de junio de 1970.
1929-06-11|Nace en Calabria (Italia) el escultor Antonio Pujia. Artista de lírica sensibilidad, son notables sus esculturas sobre danzas clásicas o sus temas de Biafra, así como las de Martín Fierro y la interesante serie de esculturas desmontables. Ha diseñado también joyas y pequeñas esculturas en plata.
2005-06-11|Fallece en París el escritor Juan José Saer, uno de los escritores más destacados de la literatura argentina y autor de diez novelas, cuatro libros de cuentos y varios ensayos traducidos a cinco idiomas. Nació en Serodino (Provincia de Santa Fe) el 28 de junio de 1937.
1956-06-12|El 12 de junio de 1956 es fusilado en la Penitenciaria de la avenida Las Heras y Coronel Díaz, el General Juan José Valle, quien encabezara el "Movimiento de Recuperación Nacional" iniciado tres días atrás.
1938-06-13|Día del escritor
1967-06-13|Inauguración del Planetario "Galileo Galilei" en 1967 en la Ciudad Autónoma de Buenos Aires
1928-06-14|Nace el revolucionario Ernesto Guevara, más conocido como Che Guevara, en Rosario. Aunque estudió Medicina, decidió dedicar su vida a intentar acabar con las injusticias sociales a través de la revolución. Fue, junto con Fidel Castro, uno de los grandes protagonistas de la que triunfó en Cuba en 1959, e incluso fue nombrado ministro de este país. Pero pronto pasó de nuevo a la acción, iniciando movimientos guerrilleros en distintos países. En uno de ellos, Bolivia, fue fusilado el 9 de octubre de 1967, cuando luchaba contra un gobierno militar.
1982-06-14|Fin de la Guerra de las Malvinas: Argentina firma su rendición ante el Reino Unido.
1943-06-15|El 15 de junio de 1943 nace en San Juan el poeta y cantor folclórico Eduardo Rodrigo, autor y compositor de más de mil obras musicales.
1955-06-16|El 16 de junio de 1955, los aviones de la armada bombardearon y ametrallaron varios puntos de la ciudad de Buenos Aires en un intento de golpe de estado contra el presidente Juan Domingo Perón, dejando centenares de muertos en las calles.
1999-06-17|Desde 1999 queda establecido el Día Nacional de la Libertad Latinoamericana en conmemoración del fallecimiento del General Martín Miguel de Güemes, quien fuera defensor de la frontera norte contra la invasión realista, lo que permitió al general San Martín encarar sus campañas de Chile y Perú.
2002-06-17|Muere en Capital Federal el policía; dactilóscopo y profesor Federico Vattuone, quien perfeccionó las clasificaciones de Juan Vucetich en la materia dactiloscopia y fue pionero en poner en práctica el método Dorrego para la identificación de personas por sus huellas digitales. El método Dorrego, creado a mediados de la década del '60, es especialmente útil para tomar huellas digitales en personas muertas con la piel en muy mal estado. Este método fue usado en 1967 por recomendación de Vattuone, para la identificación de las manos de Ernesto Guevara.
1970-06-18|1970 Muere el poeta sanluiseño Antonio Esteban Agüero, autor de obras como "Cantata del abuelo algarrobo", "Romancero aldeano", "Pastorales" y "Un hombre dice su pequeño país". Nació en villa de Merlo (provincia de San Luis) el 7 de febrero de 1917. 2010 -Fallece José Saramago, escritor, periodista y dramaturgo portugués, Premio Nobel de Literatura en 1998 (n.1922).
1884-06-19|1884 Muere en Neully (Francia), el ensayista, jurista, político y diplomático Juan Bautista Alberdi, una de las mentalidades más lúcidas del pensamiento argentino, autor de las "Bases y puntos de partida para la organización política de la Confederación Argentina", muy tenidas en cuenta en la redacción de la Constitución Nacional de 1853. Nació el 29 de agosto de 1810.
1820-06-20|1820 muere Manuel Belgrano, creador de la Bandera Nacional el 27 de febrero de 1812, durante la guerra de la Independencia. El 23 de agosto de 1812, flameó por primera vez en Rosario, en la torre de la iglesia de San Nicolás de Bari (en ese lugar en la actualidad se encuentra el Monumento a la bandera) y la Asamblea del año XIII habría aceptado su uso, que recién se formalizó con la Declaración de la Independencia el 9 de julio de 1816.
1847-06-20|1847 muere Juan Larrea en Buenos Aires, nacido en Mataró, Cataluña, España, el 24 de julio de 1782. Fue comerciante y político español de importante actuación en el nacimiento de la actual Argentina, siendo miembro de la Primera Junta de Gobierno de ese país.
1938-06-20|Día de la Bandera. La Ley 12.361, promulgada el 8 de junio de 1938, lo dispuso en homenaje a su creador, Manuel Belgrano –fallecido el 20 de junio de 1820- y lo declaró feriado nacional.
1813-06-21|Avance del Ejército del Norte. El Ejército del Norte al mando de Manuel Belgrano, continuando su marcha hacia el norte, tomó Potosí.
1932-06-21|Nace Lalo Schifrin, pianista y compositor argentino.
1777-06-22|Nace en Foxford Guillermo Brown, primer almirante de las fuerzas navales de Argentina.
1931-06-22|Es inaugurada la estación Carlos Pellegrini (actualmente una estación de la línea B) de la red de subterráneos de la Ciudad de Buenos Aires.
1986-06-22|Diego Armando Maradona anota dos goles en el triunfo por 2-1 frente a Inglaterra en la Copa Mundial de Fútbol.
1961-06-23|Entra en vigor el Tratado Antártico, del cual Argentina es uno de los países signatarios
1968-06-23|71 simpatizantes de Boca, la mayoría menores de edad, mueren en la "Puerta 12" del estadio Monumental de River Plate, luego de un superclásico. Uno de los mayores desastres no naturales de la historia argentina.
1789-06-24|Nace el sargento Juan Bautista Cabral.
1821-06-24|Nace el médico, higienista y político Guillermo Rawson creador de la Cruz Roja Argentina.
1909-06-24|Nace el escritor y titiritero Javier Villafañe. Su trabajo es reconocido internacionalmente por haber llevado el teatro de muñecos a una altísima expresión artística.
1911-06-24|Nacen el escritor Ernesto Sabato y el piloto de fórmula uno Juan Manuel Fangio.
1916-06-24|El piloto platense Eduardo Bradley es la primera persona en cruzar la Cordillera de los Andes por aire, a bordo del globo Jorge Newbery.9​
1928-06-24|Nació en Santiago del Estero, el cantante de Tango Argentino Ledesma.
1935-06-24|Mueren en un accidente de aviones en Medellín, Colombia el "Zorzal Criollo" Carlos Gardel, junto a Alfredo Le Pera y Guillermo Barbieri.
1958-06-24|Nace el guitarrista y cantante Luis Salinas
1978-06-24|Nace el futbolista Juan Román Riquelme.
1987-06-24|Nace el futbolista Lionel Messi.
1988-06-24|Nace el piloto de automovilismo Facundo Ardusso.
2000-06-24|En un accidente automovilístico en Berazategui, (Pcia. de Buenos Aires), fallece Rodrigo Alejandro Bueno, más conocido como Rodrigo o "El Potro", cantante de cuarteto cordobés. Nació en Córdoba, el 24 de mayo de 1973. También en ese mismo accidente fallece Fernando Olmedo, uno de los hijos del reconocido humorista y actor argentino, Alberto Olmedo.
1806-06-25|Inglaterra desembarca 1.836 mosquetes en las playas de Quilmes.
1912-06-25|Comienza la rebelión agraria conocida como Grito de Alcorta
1968-06-25|Nace Omar Duval, actor y director argentino.
1962-06-25|Nace Ricardo Iorio, bajista y cantante de Heavy Metal
1978-06-25|Argentina gana la Copa Mundial de Fútbol, venciendo a Holanda en la final.
1821-06-26|nace Bartolomé Mitre, político, militar, historiador, hombre de letras, estadista y periodista; gobernador de la Provincia de Buenos Aires y Presidente de la Nación Argentina entre 1862 y 1868.
1970-06-26|fallece Leopoldo Marechal, poeta, dramaturgo, novelista y ensayista argentino.
2007-06-26|fallece Mario Socolinsky, médico pediatra y presentador de radio y televisión argentino.
2011-06-26|El descenso de River Plate a la B Nacional —segunda división— del fútbol argentino fue un hecho ocurrido el domingo 26 de junio de 2011, tras la derrota sufrida en la serie por la Promoción frente a Belgrano.
1806-06-27|Ante las invasiones inglesas, las autoridades del Virreinato del Río de la Plata aceptaron la intimación de Beresford y entregaron Buenos Aires a los británicos. En la tarde de este mismo día, las tropas británicas desfilaron por la plaza mayor (la actual Plaza de Mayo) y enarbolaron la bandera del Reino Unido, que permanecería allí por 46 días. El virrey Sobremonte abandonó la capital en la mañana y se retiró a Córdoba
1852-06-27|Nace Eduardo Ladislao Holmberg, botánico, zoólogo y geólogo argentino.
1942-06-27|El presidente de la República, Roberto Marcelino Ortiz de la UCR-A renuncia, asumiendo el conservador Ramón S. Castillo, que sería depuesto un año más tarde por la Revolución del 43.
1990-06-27|Fallece José Marrone, actor cómico argentino.
1908-06-28|nace Juan Carlos Thorry Actor argentino.
1966-06-28|Un golpe de estado derroca al presidente argentino Arturo Umberto Illia.
2005-06-28|Fallece el cineasta Fabián Bielinsky.
1989-06-29|Osvaldo Pugliese y Astor Piazzolla compartieron un recital juntos en el teatro Carré de Ámsterdam, Holanda, cerrando el recital tocando juntos sus éxitos más populares: "La yumba" y "Adiós Nonino"
1875-06-30|Fallece Dalmacio Vélez Sársfield, jurisconsulto y político argentino.
1996-06-30|En la Ciudad Autónoma de Buenos Aires, por primera vez, se realizan las elecciones para nombrar un Jefe de Gobierno, es electo Fernando de la Rúa.
2006-06-30|Argentina queda eliminada de la Copa Mundial de la FIFA 2006.
1896-07-01|fallece Leandro N. Alem, político argentino, fundador de la Unión Cívica Radical, elegido dos veces diputado provincial y dos veces senador nacional.
1974-07-01|fallece Juan Domingo Perón, político y militar argentino, tres veces presidente de la Nación. Creó el movimiento peronista, cuya expresión institucional es el Partido Justicialista.
1930-07-02|nace Carlos Saúl Menem, presidente de Argentina (1989-1999).
1982-07-02|la selección de fútbol de Argentina queda eliminada de la Copa Mundial de Fútbol al perder 1-3 con Brasil, en el Estadio de Sarriá de Barcelona, ante 44.000 espectadores. El único tanto de la Argentina fue marcado por Ramón Díaz en el minuto 89'.
1998-07-02|Carlos Bianchi asume por primera vez el cargo de director técnico de Boca Juniors.
1820-07-03|En un cabildo abierto, Tomás Godoy Cruz es elegido como 4º gobernador de la provincia de Mendoza.
1933-07-03|Fallece Hipólito Yrigoyen, dos veces presidente de Argentina (1916-1922 y 1928-1930) y figura relevante de la Unión Cívica Radical. Fue acompañado a su última morada por una de las manifestaciones espontáneas más masivas y sorpresivas de la historia argentina.
1967-07-03|Sale a la venta el sencillo de Los Gatos con La Balsa y Ayer nomás, considerado fundacional para el Rock argentino.
1895-07-04|Nace en Esperanza, provincia de Santa Fe, el médico rural, naturalista, escritor y filántropo argentino Esteban Laureano Maradona, que pasó cincuenta años en una remota localidad de Formosa ejerciendo desinteresadamente la medicina.
1926-07-04|Nace en el barrio porteño de Barracas el ex futbolista y ex entrenador Alfredo di Stéfano. Es considerado por la FIFA uno de los cuatro mejores jugadores de fútbol del siglo XX, junto a Pelé, Diego Maradona y Johan Cruyff.
1992-07-04|Fallece en Buenos Aires el bandoneonista y compositor argentino Astor Piazzolla. Según muchos especialistas, fue uno de los músicos de tango más importantes de la segunda mitad del siglo XX.
1683-07-05|Fernando de Mendoza y Mate de Luna funda San Fernando del Valle de Catamarca. Catamarca viene del quechua: "fortaleza en la sierra". El gobernador dispuso que la ciudad tuviese nueve cuadras de largo y nueve cuadras de ancho.
1807-07-05|Se produce la Defensa de Buenos Aires ante las invasiones inglesas, donde las fuerzas de John Whitelocke son derrotadas. Whitelocke dio la orden de ingresar a la ciudad en 12 columnas, que se dirigirían separadamente hacia el fuerte y Retiro por distintas calles. Según cuenta la tradición popular, los vecinos arrojaron piedras y aceite hirviendo sobre las cabezas de los invasores, pero lo cierto es que Liniers y Álzaga habían logrado reunir un ejército de 9.000 milicianos, apostados en distintos puntos de la ciudad.
1975-07-05|Nace en Florida el futbolista Hernán Jorge Crespo, uno de los más destacados goleadores latinoamericanos de la última década y el cuarto máximo goleador de la Selección Argentina.
1573-07-06|Jerónimo Luis de Cabrera funda la ciudad de Córdoba, a orillas del río Suquía, en un sitio llamado Quizquizacate por los lugareños ("Encuentro de los ríos" en idioma sanavirón).
1889-07-06|Nace en La Plata la actriz y productora argentina Blanca Podestá.
1961-07-06|Fallece Enrique Rodríguez Larreta, escritor argentino, autor de La gloria de don Ramiro, obra altamente representativa del modernismo hispanoamericano.
1923-07-07|Nace en Buenos Aires el pianista y compositor Roberto Caamaño, fue Director Artístico del Teatro Colón, fundador y presidente del Consejo Argentino de la Música y Decano de la Facultad de Artes y Ciencias Musicales de la Universidad Católica Argentina.
1960-07-07|Fallece en La Plata el zoólogo y paleontólogo español nacionalizado argentino Ángel Cabrera Latorre, quien fuera Jefe del Departamento de Paleontología del Museo de La Plata.
1963-07-07|se realizan elecciones presidenciales con el peronismo proscripto nuevamente. Los dos candidatos principales fueron radicales: Arturo Illia de la UCRP, y Oscar Alende de la UCRI. Triunfó Illia obteniendo 2.441.064 votos; en segundo lugar se ubicaron los votos en blanco de los electores peronistas y en tercer lugar la UCRI, con 1.593.992 votos.
1989-07-08|Raúl Alfonsín le traspasa anticipadamente la presidencia a Carlos Saúl Menem.
1991-07-08|Gabriel Batistuta anotó su primer gol en la selección de fútbol de Argentina, frente a Venezuela, en la Copa América 1991 que posteriormente Argentina ganaría, siendo Batistuta el goleador del certamen con 6 tantos.
2006-07-08|Fallece en Buenos Aires la actriz argentina Ana María Campoy.
1816-07-09|9 de julio de 1816: Declaración de la Independencia Argentina. Se concreta uno de los hechos más importantes de la historia argentina: la declaración de independencia, la afirmación como nación latinoamericana, concreción del proceso iniciado en mayo de 1810.
1821-07-10|En Chañar Viejo, cerca de Villa de María, es asesinado Francisco Ramírez, caudillo federal argentino, uno de los líderes de la provincia de Entre Ríos durante los años de formación de la República Argentina, creador de la República de Entre Ríos.
1893-07-10|El Cnel. Benjamín Moritán le traspasa el mando de gobernador del Territorio Nacional de Misiones a Don Francisco Delgado, quedando este en forma interina hasta el 28 de octubre del mismo año, cuano asume el Dr. Juan Balestra.
1947-07-10|en La Plata se avista por primera vez en el país un OVNI, a dos cuadras del Parque Vucetich.10​
1865-07-11|Fallece Felipe Arana, Jurisconsulto y político argentino que fue Ministro de Relaciones Exteriores de la Confederación Argentina entre 1835 y 1852.
1914-07-11|Nace en Buenos Aires Aníbal Troilo alias Pichuco, bandoneonista, compositor, director de orquesta y de cantores de tango argentino.
1780-07-12|Nace en el cantón de Toroca, Potosí, Alto Perú, (actual Bolivia) Juana Azurduy líder revolucionaria que combatió en la Guerra de Independencia Hispanoamericana en el Alto Perú, su memoria es honrada en la Argentina y en Bolivia.
1852-07-12|Nace en Buenos Aires el político radical Hipólito Yrigoyen, dos veces presidente de Argentina (1916-1922 y 1928-1930).
1923-07-12|Nace en La Plata el Dr. René Favaloro, famoso médico cirujano torácico, quien realizó el primer bypass aorto coronario en el mundo.
1842-07-13|Nace en Buenos Aires José Manuel Estrada, abogado, escritor y político argentino, eminente orador, representante del pensamiento católico.
1862-07-13|Se inaugura el Monumento al Gral. San Martín en la Plaza General San Martín de Buenos Aires, obra del escultor francés Louis Joseph Daumas.
1973-07-13|Héctor José Cámpora le traspasa la presidencia de Argentina a Raúl Alberto Lastiri, quien levanta la proscripción que pesaba sobre Perón.
1999-07-14|Argentina y Reino Unido firman en Londres un acuerdo que permite el acceso de argentinos a las Islas Malvinas.
1954-07-15|Nace en Bell Ville, Córdoba, Mario Alberto Kempes, ex futbolista campeón mundial con la seleccion Argentina fútbol de 1978. Apodado "El Matador", es considerado como uno de los grandes jugadores argentinos de la historia y elegido por la IFFHS el 6º mejor jugador argentino del Siglo XX.
2000-07-15|fallece a los 105 años el abogado y escritor cordobés Juan Filloy.
1840-07-16|Se desarrolla la batalla de Sauce Grande (cerca de Paraná), fuerzas federales al mando del gobernador de la Provincia de Entre Ríos, general Pascual Echagüe vencen en un enfrentamiento a las fuerzas unitarias de la Provincia de Corrientes, comandadas por el general Juan Lavalle.
1893-07-16|Finaliza su publicación el diario porteño El Mosquito, periódico dominical argentino de características "satírico-burlescas". Su primer ejemplar salió el 24 de mayo de 1863. Estaba destinada a caricaturas satiricas, pero también incorporaba noticias, crónicas del extranjero, boletín de la Bolsa, etc.
1843-07-17|Nace el ex presidente Julio Argentino Roca
1899-07-17|Llega de Alemania Christofredo Jakob al Laboratorio especialmente construido en Buenos Aires, transformando la tradición neurobiológica del país en la Escuela Neurobiológica Argentino-Germana donde formaría más de cuatro mil investigadores. Desde 1982 se conmemora como Día del Investigador Neurocientífico en ese país (Resol. 7/1982 del Centro de Investigaciones).
1906-07-17|Muere el ex presidente Carlos Pellegrini
1932-07-17|Nace en Mendoza el historietista Quino, autor de Mafalda.
1978-07-17|Nace Dolores Fonzi, actriz de El Aura y Mujeres Asesinas, entre otros.
1994-07-17|Muere el compositor de tangos Sebastián Piana
1995-07-17|Muere Juan Manuel Fangio, pentacampeón mundial de Fórmula 1
2008-07-17|La votación por una polémica ley de retenciones termina en empate 36 a 36 en la Cámara de Senadores. Julio Cobos, en calidad de Vicepresidente de la Nación y Presidente de la Cámara de Senadores, resuelve el empate con su voto negativo.
1994-07-18|Atentado a la AMIA: La Asociación Mutual Israelita Argentina (o AMIA) y DAIA, recibe el mayor ataque terrorista que haya sucedido en la Argentina, y el mayor contra judíos desde la Segunda Guerra Mundial.
1764-07-19|Nace, en Buenos Aires, Juan José Castelli, político de las Provincias Unidas del Río de la Plata, miembro de la Primera Junta.
1953-07-19|Nace Zitto Segovia, en Resistencia (Prov. de Chaco). Cantor, compositor. Autor de "El Cristo de los villeros"
2007-07-19|Fallece en Rosario el humorista gráfico y escritor Roberto Fontanarrosa alias "El Negro", creador del mítico Inodoro Pereyra (el renegáu), una historieta argentina creada en 1972 que trata sobre la vida de un gaucho solitario de la pampa argentina.
1816-07-20|La Bandera de Argentina es adoptada oficialmente como símbolo patrio.
1825-07-20|Nace el gobernador santafesino Nicasio Oroño.
1868-07-20|Nace José Félix Uriburu, presidente de facto de la Argentina, el cual inicia el período histórico conocido como la Década Infame.
1956-07-20|Nace el futbolista Julio César Falcioni.
1969-07-20|Se oficializa el Día del amigo, en homenaje a la primera llegada del hombre a la Luna.
1975-07-20|Nace el futbolista Rodolfo Arruabarrena.
1984-07-20|Muere el guitarrista de V8 Ricardo Chofa Moreno.
1938-07-21|se firma en Argentina el tratado de paz entre Bolivia y Paraguay, poniéndole fin a la guerra del Chaco.
1946-07-21|Nace Domingo Cavallo, dos veces ministro de Economia de Argentina.
1990-07-22|Fallece en Cuernavaca, México, Manuel Puig, un destacado escritor argentino, autor de la novela El beso de la mujer araña.
2003-07-22|Néstor Kirchner se reúne con George Bush. En su primer viaje oficial a los Estados Unidos, el flamante presidente Néstor Kirchner se reúne en Washington con su par norteamericano George W. Bush. En esa oportunidad ambos mandatarios conversan sobre la relación bilateral y la crisis que había hecho colapsar la economía argentina, circunstancia que el presidente Kirchner aprovecha para retribuir el gesto con que Bush había "distinguido" a Fernando de la Rúa y sorprende al presidente norteamericano palmeándole campechanamente la rodilla.
1884-07-23|Se realiza en Montevideo la famosa payada entre Juan Nava y Gabino Ezeiza. En recuerdo, en Argentina se ha establecido el 23 de julio como Día del Payador.
1935-07-23|El senador Enzo Bordabehere es asesinado por la espalda en el Congreso Nacional por Ramón Valdés Cora, como castigo a la denuncia que hacía en ese momento su compañero Lisandro de la Torre del Pacto Roca-Runciman.
1893-07-24|Nace en Santa Fe el nadador Pedro Antonio Candioti, que pasó a la historia como campeón mundial de permanencia en aguas abiertas, cumpliendo raids de hasta 100 horas de nado ininterrumpido. Se lo conoció como "El Tiburón del Quillá". Para la revista estadounidense Time fue "The Shark of Quillá Creek".
1896-07-24|Se inaugura el Hospital Pirovano, el nombre del hospital homenajea al Dr. Ignacio Pirovano, quién fue un destacado cirujano argentino. Atiende un área programática de casi 500.000 personas y dentro de sus barrios de influencia están Belgrano, Goghlan, Villa Pueyrredón, Villa Urquiza, Colegiales, Núñez, Saavedra y parte de Palermo, además de la zona norte del conurbano bonaerense.
1918-07-25|Fallece en Buenos Aires Carlos Guido y Spano, poeta argentino cultor del romanticismo.
1957-07-25|Fallece en Buenos Aires el periodista y escritor Ricardo Rojas.
1995-07-25|Fallece Osvaldo Pedro Pugliese, un pianista, director y compositor dedicado al tango.
1822-07-26|se produce la Entrevista de Guayaquil, el encuentro de los generales José de San Martín y Simón Bolívar.
1890-07-26|se produce la Revolución del Parque, también conocida como Revolución del 90, una insurrección cívico-militar dirigida por la recién formada Unión Cívica, liderada por Leandro Alem, Bartolomé Mitre, Aristóbulo del Valle, Bernardo de Irigoyen y Francisco Barroetaveña, entre otros. La revolución fue derrotada por el gobierno, pero de todos modos llevó a la renuncia del presidente Miguel Juárez Celman, y su reemplazo por el vicepresidente Carlos Pellegrini.
1925-07-26|nace en Bogotá (Colombia) la actriz argentina Ana María Campoy.
1942-07-26|fallece a los 42 años, en Buenos Aires, el novelista, dramaturgo y periodista Roberto Arlt.
1952-07-26|fallece en Buenos Aires, Eva Perón, conocida como Evita, fue una actriz y política argentina. Tras su muerte la CGT declaró tres días de paro y el gobierno estableció un duelo nacional de 30 días. Su cuerpo fue velado en la Secretaría de Trabajo y Previsión hasta el 9 de agosto que fue llevado al Congreso de la Nación para recibir honores oficiales, y luego a la CGT. La procesión fue seguida por más de dos millones de personas y su paso por las calles recibió una lluvia de claveles, orquídeas, crisantemos, alhelíes y rosas arrojados desde los balcones cercanos.
1822-07-27|Simón Bolívar agasajó a José de San Martín con un banquete. A mitad del mismo, y bajo un estricto secreto de todo lo conversado el día anterior (Entrevista de Guayaquil), tal cual lo convenido, San Martín se retiró hacia el muelle del puerto, y se embarcó hacia el Perú.
1890-07-27|se produce la Batalla en Córdoba y Talcahuano (Buenos Aires) y se llega a un cese del fuego, durante la Revolución del Parque que había comenzado el día anterior.
1989-07-27|decide retirarse de la actividad futbolística Daniel Passarella, tras ganar con River Plate un clásico contra Boca Juniors por 2:1.
1821-07-28|el general argentino José de San Martín proclama la Independencia del Perú.
1890-07-28|se produce el tercer día de lucha en las calles de Buenos Aires, en la denominada Revolución del Parque.
1903-07-28|nace en Buenos Aires la pintora, escritora y traductora Silvina Ocampo, hermana menor de Victoria y compañera del escritor Adolfo Bioy Casares.
1938-07-28|Se crea la Gendarmería Nacional.
1965-07-28|nace Pedro Troglio, futbolista y entrenador argentino.
1977-07-28|nace en Bahía Blanca el reconocido basquetbolista Emanuel Ginóbili
1890-07-29|Se firma la capitulación de los rebeldes de la Revolución del Parque, en el Palacio Miró.
1904-07-29|Nace Ricardo Balbín, dirigente político de la Unión Cívica Radical.
1958-07-29|Nace el cantante JAF (Juan Antonio Ferreyra), que trabajó con Riff y como solista.
1962-07-29|Nace Guillermo Martínez, novelista y matemático.
1966-07-29|En Buenos Aires la policía toma las universidades nacionales, un evento conocido como la Noche de los bastones largos.
2000-07-29|Muere el cirujano René Favaloro, el cual realizó el primer bypass aorto coronario en el mundo.
2017-07-29|Día de los Valores Humanos en Argentina. El 29 de julio de cada año se conmemora el Día de los Valores Humanos que tiene como motivo regular la conducta, superación y dignificación moral y espiritual de cada persona. Se sancionó mediante la Ley 25.787 en 2003.29 jul. 2017
1915-07-30|Nace Juan Verdaguer, humorista uruguayo. Falleció el 14 de mayo de 2001.
1957-07-30|Nace Nery Pumpido, arquero de Unión de Santa Fe y River Plate.
1949-07-30|Nace Abdon Flores, pintor jujeño.
1914-07-31|Nace el cantante folclórico Chango Rodríguez
1954-07-31|Muere el piloto de Fórmula 1 Onofre Marimón
1776-08-01|El rey Carlos III de España crea el Virreinato del Río de la Plata, del cual surgiría la Argentina un tiempo después.
1875-08-01|Nace Elpidio González, 13º vicepresidente argentino correspondiente a la presidencia de Marcelo T. de Alvear
1948-08-01|Nace Jorge Maronna, uno de los Les Luthiers
1963-08-01|Nace la guitarrista María Gabriela Epumer, la cual trabajó con Charly García y con Viuda e hijas de Roque Enroll
1925-08-02|Nace Jorge Rafael Videla, dictador genocida condenado por crimenes de lesa humanidad quien ocupó de facto la presidencia de la nación durante el autodenominado Proceso de Reorganización Nacional, entre 1976 y 1981
1972-08-02|Nace Federico Méndez, jugador de rugby que llegó a la selección nacional de dicho deporte en ocasiones.
1981-08-02|Muere el atleta Delfo Cabrera
1984-08-02|Muere el caricaturista Quirino Cristiani, productor de El apóstol, primer largometraje animado de la historia.
1823-08-03|Muere María de los Remedios de Escalada, esposa del General José de San Martín.
1854-08-03|Se funda Quequén, localidad y ciudad balnearia de la provincia de Buenos Aires.
1868-08-03|La provincia de Buenos Aires sustituye la pena capital por la de presidio con un máximo de 20 años de privación de libertad.
1896-08-03|Nace el poeta y letrista Celedonio Flores.
1902-08-03|Fundación del Club Atlético Tigre en la ciudad de Tigre.
1916-08-03|Nace el futbolista José Manuel Moreno
1927-08-03|Se establece una unión telefónica sin hilos entre Berlín (capital de Alemania) y Buenos Aires.
1945-08-03|Nace el poeta Antonio Tello.
1952-08-03|Nace el futbolista Osvaldo Ardiles.
1952-08-03|Nace el cantante Nito Mestre, que trabajó en Sui Generis.
1958-08-03|Nace el político Mario Gustavo Vignali.
1966-08-03|Nace Guillermo Castellanos, piloto argentino de Turismo Carretera.
1972-08-03|Nace el futbolista Hernán Castellano.
1981-08-03|Nae el futbolista Lucas Lobos.
1984-08-03|Se convoca en Argentina la primera huelga general contra el Gobierno del presidente Raúl Alfonsín.
1986-08-03|Nace el futbolista Hernán Bernardello.
2007-08-03|Comienza el partido de basquet más largo de la historia, en la ciudad de Bahía Blanca, con una duración de 27 horas.
1900-08-04|Nace el ex presidente radical Arturo Umberto Illia.
2001-08-04|En el estadio Chateau Carreras, Córdoba, tiene lugar el último recital de Patricio Rey y sus Redonditos de Ricota.
1957-08-04|En Argentina se celebra el día del Panadero.
1956-08-05|Juan Manuel Fangio gana el gran premio de Alemania.
1994-08-05|Argentina, Brasil, Paraguay y Uruguay deciden en Buenos Aires crear una zona de libre comercio entre el Mercosur y Bolivia.
1864-08-06|Muere el diputado bonaerense Pedro Alcántara de Somellera.
1906-08-06|Nace el compositor de tangos Cátulo Castillo.
1911-08-06|Muere el paleontólogo Florentino Ameghino.
1930-08-06|Nace la escritora Ana María Pedroni.
1958-08-06|Se crean los Yacimientos Carboníferos Fiscales.
1959-08-06|El Partido Comunista pasa a ser ilegal.
2004-08-06|Muere el pintor entrerriano Juan Carlos Migliavacca.
1890-08-07|Carlos Pellegrini accede a la Presidencia de Argentina, tras la renuncia de Miguel Juárez Celman.
1942-08-07|Nace el boxeador Carlos Monzón.
1982-08-07|Nace el jugador de rugby Juan Martín Hernández
1922-08-08|Nace el escritor Alberto Granado
1958-08-08|Nace la actriz Cecilia Roth, esposa de Fito Páez
1796-08-10|Nace en Santiago del Estero, el Cnel Lorenzo Lugones. Ayudante de campo del Gral. Manuel Belgrano, edecán del Gral Araoz de La Madrid. Comienza a luchar a sus 14 años(edad en la que se radica en Tucumán).
1912-08-10|Se crea la Escuela de Aviación Militar en El Palomar, Argentina.
1806-08-12|En el Virreinato del Río de la Plata tropas comandadas por Santiago de Liniers reconquistan la ciudad de Buenos Aires, derrotando al ejército inglés y capturando a su general, William Béresford.
1821-08-12|Fundación de la Universidad de Buenos Aires.
1896-08-12|Nace el pintor y grabador Lino Enea Spilimbergo.
1903-08-12|Nace el artista plástico Absalón Argañarás.
1956-08-12|Nace en Uruguay el actor Osvaldo Laport, el cual participó en gran cantidad de producciones argentinas.
1924-08-13|Muere el compositor Julián Aguirre
1944-08-13|Nace el periodista Mario Mactas
1989-08-13|Muere el cineasta Hugo del Carril
1902-08-14|Nace el cineasta Francisco Petrone.
1903-08-14|Nace el escritor Eduardo Mallea.
1985-08-14|Concluye la primera fase del Juicio a las juntas.
